CODE;ENGLISH;FRENCH;GERMAN;POLISH;SPANISH;ITALIAN;SWEDISH;CZECH;HUNGARIAN;DUTCH;PORTUGUESE;RUSSIAN;FINNISH;x
ABA_ADJ;Mokranese;;;;;;;;;;;;;x
ABK_ADJ;dell'Abcasia;;;;;;;;;;;;;x
ABU_absolute_monarchy_ADJ;della Tregua;;;;;;;;;;;;;x
ABU_ADJ;degli Emirati;;;;;;;;;;;;;x
ABU_bourgeois_dictatorship_ADJ;dell'Arabia;;;;;;;;;;;;;x
ABU_fascist_dictatorship_ADJ;degli Emirati;;;;;;;;;;;;;x
ABU_proletarian_dictatorship_ADJ;dell'Arabia;;;;;;;;;;;;;x
ACA_ADJ;dell'Acadia;;;;;;;;;;;;;x
ACE_ADJ;di Acre;;;;;;;;;;;;;x
ADO_ADJ;di Andorra;;;;;;;;;;;;;x
ADV_ADJ;del Texas;;;;;;;;;;;;;x
ADW_ADJ;di Adamawa;;;;;;;;;;;;;x
AFG_ADJ;dell'Afghanistan;Afghan;Afghanisch;;;;;;;;;;;x
AGC_ADJ;di Angoche;;;;;;;;;;;;;x
AIN_ADJ;Ainu;;;;;;;;;;;;;x
AKH_absolute_monarchy_ADJ;Bukei;;;;;;;;;;;;;x
AKH_ADJ;Astrachanese;;;;;;;;;;;;;x
AKH_prussian_constitutionalism_ADJ;Bukei;;;;;;;;;;;;;x
ALB_ADJ;Albanese;Albanais;Albanisch;;;;;;;;;;;x
ALD_ADJ;dell'Algeria;Algérien;Algerisch;;;;;;;;;;;x
ALS_ADJ;dell'Alsazia;;;;;;;;;;;;;x
ALT_ADJ;dell'Altaj;;;;;;;;;;;;;x
ANG_ADJ;dell'Angola;;;;;;;;;;;;;x
ANB_ADJ;dell'Anhalt;Anhaltien;Anhaltisch;;;;;;;;;;;x
ANH_ADJ;dell'Anhalt;Anhaltien;Anhaltisch;;;;;;;;;;;x
ANK_ADJ;dell'Anhalt;Anhaltien;Anhaltisch;;;;;;;;;;;x
ANT_ADJ;dell'Anatolia;;;;;;;;;;;;;x
AOT_ADJ;Maori;Maori;Maori;;;;;;;;;;;x
ARA_ADJ;dell'Arabia;;;;;;;;;;;;;x
ARC_ADJ;dell'Argentina;;;;;;;;;;;;;x
ARG_ADJ;dell'Argentina;Argentin;Argentinisch;;;;;;;;;;;x
ARM_ADJ;dell'Armenia;Arménien;Armenisch;;;;;;;;;;;x
ARO_ADJ;Aro;;;;;;;;;;;;;x
ARO_bourgeois_dictatorship_ADJ;del Biafra;Biafraise;Biafran;;;;;;;;;;;x
ARO_democracy_ADJ;del Biafra;Biafraise;Biafran;;;;;;;;;;;x
ARO_fascist_dictatorship_ADJ;del Biafra;Biafraise;Biafran;;;;;;;;;;;x
ARO_presidential_dictatorship_ADJ;del Biafra;Biafraise;Biafran;;;;;;;;;;;x
ARO_proletarian_dictatorship_ADJ;del Biafra;Biafraise;Biafran;;;;;;;;;;;x
ARU_ADJ;dell'Arabia;;;;;;;;;;;;;x
ASH_ADJ;Ashanti;;;;;;;;;;;;;x
ASH_bourgeois_dictatorship_ADJ;Ghanese;Ghanaian;Ghanaisch;;;;;;;;;;;x
ASH_democracy_ADJ;Ghanese;Ghanaian;Ghanaisch;;;;;;;;;;;x
ASH_fascist_dictatorship_ADJ;Ghanese;Ghanaian;Ghanaisch;;;;;;;;;;;x
ASH_presidential_dictatorship_ADJ;Ghanese;Ghanaian;Ghanaisch;;;;;;;;;;;x
ASH_proletarian_dictatorship_ADJ;Ghanese;Ghanaian;Ghanaisch;;;;;;;;;;;x
ASM_ADJ;Assamese;;;;;;;;;;;;;x
AST_ADJ;dell'Australia;Australien;Australisch;;;;;;;;;;;x
ASY_ADJ;dell'Assiria;;;;;;;;;;;;;x
ASY_fascist_dictatorship_ADJ;dell'Aramea;;;;;;;;;;;;;x
ATB_ADJ;Sassone;Saxon;Saxon;;;;;;;;;;;x
ATC_ADJ;delle Antille;;;;;;;;;;;;;x
ATH_ADJ;Athonita;;;;;;;;;;;;;x
ATJ_ADJ;Acehnese;;;;;;;;;;;;;x
AUS_ADJ;dell'Austria;Autrichien;Österreichisch;;;;;;;;;;;x
AWA_ADJ;Awadhita;Awadhi;Awadhi;;;;;;;;;;;x
AWS_ADJ;Afar;Afar;Afar;;;;;;;;;;;x
AZA_ADJ;Zande;Zande;Zande;;;;;;;;;;;x
AZB_ADJ;dell'Azerbaigian;Azerbaïdjanais;Aserbaidschanisch;;;;;;;;;;;x
AZH_ADJ;Ruwallah;;;;;;;;;;;;;x
BAB_ADJ;Babilonese;babylonien;Babylonisch;;;;;;;;;;;x
BAD_ADJ;Badenese;Bade;Baden;;;;;;;;;;;x
BAG_ADJ;Bagirmi;;;;;;;;;;;;;x
BAH_ADJ;Bahraini;;;;;;;;;;;;;x
BAL_ADJ;Balinese;Balinais;Balinesisch;;;;;;;;;;;x
BAN_ADJ;Banatese;;;;;;;;;;;;;x
BAS_ADJ;Bastar;Bastar;Bastar;;;;;;;;;;;x
BAV_ADJ;Bavarese;Bavarois;Bayerisch;;;;;;;;;;;x
BDK_ADJ;Badakhshani;;;;;;;;;;;;;x
BDN_ADJ;Hakkari;;;;;;;;;;;;;x
BEL_ADJ;Belga;Belge;Belgisch;;;;;;;;;;;x
BEN_ADJ;Beninese;Béninois;Benin;;;;;;;;;;;x
BER_ADJ;di Beroda;Bérodien;Berodanisch;;;;;;;;;;;x
BGN_ADJ;Bulunganese;;;;;;;;;;;;;x
BHM_ADJ;delle Bahamas;;;;;;;;;;;;;x
BHO_ADJ;Bhopali;Bhopali;Bhopali;;;;;;;;;;;x
BHP_ADJ;Punjabi;;;;;;;;;;;;;x
BHR_ADJ;Bahraini;;;;;;;;;;;;;x
BHT_ADJ;Bohtani;;;;;;;;;;;;;x
BHU_ADJ;Bhutanese;Bhoutanais;Bhutanesisch;;;;;;;;;;;x
BIA_ADJ;del Biafra;;;;;;;;;;;;;x
BIH_ADJ;Bihari;;;;;;;;;;;;;x
BIK_ADJ;Bikaneri;Bikaneri;Bikaneri;;;;;;;;;;;x
BIM_ADJ;Bima;;;;;;;;;;;;;x
BKF_ADJ;Burkinabe;;;;;;;;;;;;;x
BKV_ADJ;della Bucovina;;;;;;;;;;;;;x
BLC_ADJ;Beluci;;;;;;;;;;;;;x
BLZ_ADJ;del Belize;;;;;;;;;;;;;x
BMD_ADJ;delle Bermuda;;;;;;;;;;;;;x
BMK_ADJ;del Mali;;;;;;;;;;;;;x
BNB_ADJ;Babani;;;;;;;;;;;;;x
BNG_absolute_monarchy_ADJ;Bengalese;;;;;;;;;;;;;x
BNG_ADJ;Bengalese;;;;;;;;;;;;;x
BNG_hms_government_ADJ;Bengalese;;;;;;;;;;;;;x
BNG_prussian_constitutionalism_ADJ;Bengalese;;;;;;;;;;;;;x
BNY_ADJ;di Bunyoro;;;;;;;;;;;;;x
BOH_ADJ;della Boemia;Bohémien;Böhmisch;;;;;;;;;;;x
BOH_democracy_ADJ;della Cechia;Tchèque;Tschechisch;;;;;;;;;;;x
BOL_ADJ;della Bolivia;Bolivien;Bolivianisch;;;;;;;;;;;x
BOS_ADJ;della Bosnia;Bosniaque;Bosnisch;;;;;;;;;;;x
BRA_ADJ;Brunswichese;;;;;;;;;;;;;x
BRB_ADJ;delle Barbados;;;;;;;;;;;;;x
BRD_ADJ;del Burundi;Burundaise;Burundische;;;;;;;;;;;x
BRE_ADJ;di Brema;Brêmois;Bremisch;;;;;;;;;;;x
BRM_ADJ;Baguirmi;;;;;;;;;;;;;x
BRT_ADJ;Bretone;;;;;;;;;;;;;x
BRU_ADJ;di Brunei;;;;;;;;;;;;;x
BRY_ADJ;della Buriazia;;;;;;;;;;;;;x
BRZ_ADJ;del Brasile;Brésilien;Brasilianisch;;;;;;;;;;;x
BSH_ADJ;Basotho;Basotho;Basotho;;;;;;;;;;;x
BSQ_ADJ;del Paese Basco;;;;;;;;;;;;;x
BTL_ADJ;Bitlisi;;;;;;;;;;;;;x
BTN_ADJ;Butonese;;;;;;;;;;;;;x
BUG_absolute_monarchy_ADJ;Baganda;;;;;;;;;;;;;x
BUG_ADJ;dell'Uganda;;;;;;;;;;;;;x
BUG_prussian_constitutionalism_ADJ;Baganda;;;;;;;;;;;;;x
BUH_ADJ;di Buha;;;;;;;;;;;;;x
BUK_ADJ;di Buchara;Boukhare;Bukkharanisch;;;;;;;;;;;x
BUK_bourgeois_dictatorship_ADJ;del Kirghizistan;;;;;;;;;;;;;x
BUK_fascist_dictatorship_ADJ;del Kirghizistan;;;;;;;;;;;;;x
BUK_presidential_dictatorship_ADJ;del Kirghizistan;;;;;;;;;;;;;x
BUK_proletarian_dictatorship_ADJ;del Kirghizistan;;;;;;;;;;;;;x
BUL_ADJ;della Bulgaria;Bulgare;Bulgarisch;;;;;;;;;;;x
BUN_ADJ;Bundeli;Bundeli;Bundeli;;;;;;;;;;;x
BUR_ADJ;della Birmania;Birman;Burmesisch;;;;;;;;;;;x
BHY_ADJ;di Buha;;;;;;;;;;;;;x
BYE_ADJ;della Bielorussia;;;;;;;;;;;;;x
BYZ_ADJ;di Bisanzio;;;;;;;;;;;;;x
CAL_ADJ;della California;Californien;Kalifornisch;;;;;;;;;;;x
CAL_colonial_company_ADJ;della California;Californien;Kalifornisch;;;;;;;;;;;x
CAM_ADJ;della Cambogia;Cambodgien;Kambodschanisch;;;;;;;;;;;x
CAN_ADJ;Canadese;Canadien;Kanadisch;;;;;;;;;;;x
CAR_ADJ;del Centrafrica;;;;;;;;;;;;;x
CAR_hms_government_ADJ;Ubangi;;;;;;;;;;;;;x
CAR_prussian_constitutionalism_ADJ;Ubangi;;;;;;;;;;;;;x
CAS_ADJ;della Cascadia;;;;;;;;;;;;;x
CAT_ADJ;della Catalogna;Catalan;Katalonisch;;;;;;;;;;;x
CBH_ADJ;Cooch Behar;;;;;;;;;;;;;x
CGC_ADJ;della Spagna;;;;;;;;;;;;;x
CGO_ADJ;Congolese;;;;;;;;;;;;;x
CHD_absolute_monarchy_ADJ;Baguirmi;;;;;;;;;;;;;x
CHD_ADJ;del Ciad;;;;;;;;;;;;;x
CHD_prussian_constitutionalism_ADJ;Baguirmi;;;;;;;;;;;;;x
CHE_ADJ;Cherokee;Cherokee;Cherokee;;;;;;;;;;;x
CHH_ADJ;Ponwar;;;;;;;;;;;;;x
CHI_ADJ;Cinese;Chinois;Chinesisch;;;;;;;;;;;x
CHK_ADJ;Champassakese;champassak;Champassaki;;;;;;;;;;;x
CHL_ADJ;del Cile;Chilien;Chilenisch;;;;;;;;;;;x
CHO_absolute_monarchy_ADJ;Mori;;;;;;;;;;;;;x
CHO_ADJ;di Chugoku;;;;;;;;;;;;;x
CHO_hms_government_ADJ;Mori;;;;;;;;;;;;;x
CHO_prussian_constitutionalism_ADJ;Mori;;;;;;;;;;;;;x
CHP_ADJ;Chiapaneca;;;;;;;;;;;;;x
CHY_ADJ;della Cecenia;;;;;;;;;;;;;x
CIR_ADJ;della Circassia;;;;;;;;;;;;;x
CIV_ADJ;Smantellamento Industriale;;;;;;;;;;;;;x
CLA_ADJ;di Calabar;Calabarien;Calabarische;;;;;;;;;;;x
CLC_ADJ;della Cilicia;;;;;;;;;;;;;x
CLM_ADJ;della Colombia;Colombien;Kolumbianisch;;;;;;;;;;;x
CMC_ADJ;Comanche;;;;;;;;;;;;;x
CMR_ADJ;del Camerun;;;;;;;;;;;;;x
